,이름,채널ID,동영상ID,제목,조회수,좋아요수,댓글수
643,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,OGJCIBDbaic,밥도둑 부대볶음 🌶 고추팍팍 라면사리에 치즈까지 먹방 ASMR MUKBANG | Stir-fried Sausages (Budae Bokkeum) &amp; Chilies &amp; Ramyun,328857,8894,167
644,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,-iSSYSg4G5g,고기폭탄 🔥 얼큰육개장 🔥 석박지 &amp; 수육 먹방 ASMR MUKBANG | Yukgaejang (Spicy Beef Soup) &amp; Boiled Beef &amp; Radish Kimchi,423589,9757,188
645,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,1Ac0CoDPD9A,길어서 더더 맛있는 롱불닭쌈 &amp; 롱치즈돈까스 먹방 ASMR MUKBANG | Long Spicy Fire Chicken Noodle Wraps 🔥 Cheese Pork Cutlet,634525,16834,235
646,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Lsiby-fyiAg,겉바속촉 통장어구이 1kg ✨ 파김치 가득 얹어서! 육개장까지 먹방 ASMR MUKBANG | Whole Grilled Eel &amp; Spicy Green Onion Kimchi,238160,7040,178
647,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,X01XA6c6OOM,"파김치 만든 날, 아묻따 짜파게티★ 국민조합 짜파김치! 짜계치 먹방 🧡 ASMR MUKBANG | Homemade Spicy Pa-Kimchi &amp; Black Bean Noodles",491368,12753,232
648,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,YAhij9tpIPI,집에서 미니김장 ☆ 김장김치에 야들야들 수육 굴보쌈 먹방 ASMR MUKBANG | Making Kimchi at home! Boiled Pork &amp; Kimchi &amp; Oyster,424137,10409,219
649,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,u_P41uv8rkw,대기기간 최소 2달 😦 역대급 웨이팅! 매콤김치만두로 만든 얼큰만두전골 🔥 먹방 ASMR MUKBANG | Spicy Dumpling Hot Pot (Mandu Jeongol),717897,15485,206
650,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,-I2CdbnHZQc,"꾸덕 그 잡채 🤤 관자새우그라탕,,? 크림당면볶이,,? 먹방 ASMR MUKBANG | Super Cheesy Scallop Shrimp Gratin &amp; Glass Noodles",282424,8728,173
651,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,E6dsJNGH9p0,"드디어,, ❤️ 역대급 바삭바삭 오동통통 통대창 ☆ 초간단 부추무침 &amp; 겉절이 먹방 ASMR MUKBANG | Beef Intestines (Daechang) Korean Food",1544510,22261,378
652,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,FEQpySZB_Qg,뜨근뜨끈한 잔치국수 한 그릇과 꼬마김밥 ☆ 매운겉절이 먹방 ASMR MUKBANG | Hot Anchovy Noodle Soup &amp; Mini Gimbap &amp; Spicy Kimchi,302948,8436,167
653,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,SnLXXcHt4x0,탱글바삭 ★ 마라불닭납작당면 &amp; 명랑핫도그 🤭 먹방 ASMR MUKBANG | Spicy Mala Glass Noodles &amp; Korean Corn Dogs 🧡 Eating,341095,9814,191
654,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Zl29dqSPM2I,기름 좔좔 가을전어 ☆ 통전어 전어회 전어구이 먹방 ASMR MUKBANG | Gizzard Shad! Raw &amp; Grilled Gizzard Shad 🐟 Seafood コノシロ,597369,10803,245
655,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,A_AbtqVLSL0,매콤달콤 초대왕 소갈비찜 🍖 매운 겉절이 착착 얹어먹기 ☆ 먹방 ASMR MUKBANG | Giant Braised BEEF RIBS (Galbijjim) &amp; Kimchi 🇰🇷,807841,13392,284
656,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,9BFSxG5NI3M,빨간맛 🔥 편의점 빨간색 음식 먹방 ASMR MUKBANG | Convenience Store Food ❤️ Red CVS FOOD ❤️  Eating Show,692392,17795,288
657,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,c6XYMTwYXm8,"곱전과 순대국의 중간맛,, 🥺 순대전골 우동사리 순대 한가득! 먹방 ASMR MUKBANG | Spicy Sundae Jeongol (Blood Sausage Hot Pot)",342027,8995,187
658,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,egDIAYsRj-Q,"육켓팅,, 성공적,,★ 육회물회 소면 밥까지 말아주기! 먹방 ASMR MUKBANG | Yukheo Mulhoe! Fresh Raw Beef with Spicy Cold Sauce",194987,6262,156
659,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,RCeyTNg5n9Y,"꿀맛 그 잡채,, 제철 대하로 만든 대하간장새우장 🦐 대하장 먹방 ASMR MUKBANG | JUMBO SHRIMP Season ★ Soy Sauce Marinated Shrimp",657982,13987,252
660,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,O4iMo6PLne8,연어수혈 🧡 연어 1kg! 연어롤 &amp; 연어초밥 &amp; 연어회 먹방 ASMR MUKBANG | 1kg Salmon Feast ★ Salmon Sushi &amp; Sashimi &amp; Roll,388404,11076,288
661,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,eBOQU4AAgnQ,맵맵 취저조합 🤦🏻‍♀️ 틈새라면 매운카레 3봉 &amp; 고추김치 🌶 ASMR MUKBANG | SPICY COMBO🔥 Spiciest Curry Ramyun &amp; Chili Kimchi,642392,16609,261
662,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Xg8X0tzFRUM,아삭아삭 콩나물 듬뿍 🔥매운 알새우찜🔥 치즈계란찜 먹방 ASMR MUKBANG | Spicy Braised Shrimp and Fish Roe &amp; Cheese Steamed Egg,453910,12496,221
663,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,kA4HUKmYTtA,집밥 꿀조합 🥺 얼큰한 돼지고기 묵은지김치찌개 ❤️ 계란말이 먹방 ASMR MUKBANG | Spicy Pork Kimchi Jjigae (Korean Kimchi Stew)🇰🇷,652157,14581,268
664,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Ns_RnVrMN6U,매운 양념게장비빔국수🔥 땡초 팍팍! 양념게장으로 비빔국수 만들어 먹기❤️‍🔥 먹방 ASMR MUKBANG | Spicy Marinated Crab (Gejang) &amp; Noodles,305015,9614,179
665,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,bpotmpe_8wE,"칼국수 최애맛집,, 찐한 닭칼국수 &amp; 김치 ❤️ 밥까지 말아서 먹방 ASMR MUKBANG | FAV Dak Kalguksu (Chicken Noodle Soup) &amp; Kimchi",295855,9031,195
666,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,vgR3B3KUWoA,차돌박이 듬뿍 올린 얼큰한 불닭짬뽕 3봉 먹방 ASMR MUKBANG | Buldak Jjamppong 🔥 Beef Brisket Fire Chicken Noodle Soup X3,715380,17411,312
667,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,m7evHwdWxAY,매콤꾸덕 청양크림오므라이스 🤤 톡톡 킬바사소세지 치즈소스 먹방 ASMR MUKBANG | Spicy Cream Omurice &amp; Juicy Sausage &amp; Cheese Sauce,482273,13395,328
668,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,1CUC5lsGYJ8,홈마카세 🥳 해산물덮밥 (카이센동) 참치 연어알 단새우 관자 성게알 먹방 ASMR MUKBANG | Seafood Rice Bowl(Kaisendon) Sashimi Party,344497,9715,220
669,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,zIm7Umvb8m0,파송송 계란탁! 꼬들꼬들 틈새라면 3봉지 🔥 포기김치 &amp; 땡초 팍팍! 먹방 ASMR MUKBANG | Spicy Hot Ramyun X3 Fresh Homemade Kimchi,1808870,32347,399
670,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,UlFIqfLXQCU,초초초간단 치즈돈까스덮밥 (가츠동) 😋 감자고로케 왕새우튀김 먹방 ASMR MUKBANG | Katsudon ★ Cheese Pork Cutlet Rice Bowl &amp; Fries,462878,13441,273
671,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,PbQbXmSODF4,새콤달콤 미트볼 스파게티 ❤️ 치즈소스 듬뿍! 먹방 ASMR MUKBANG | MASSIVE Spaghetti and Meatballs &amp; Cheese Sauce(+ Recipe),515599,14514,306
672,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,CufOwDkc1Zc,🔥 매운 닭날개 팽이버섯 🔥 마라불닭소스 🥵 땅콩소스 찍먹 먹방 ASMR MUKBANG | Spicy Chicken Wing &amp; Enoki Mushroom★ Peanut Sauce,546753,15253,337
673,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,82TNcKwPAVI,통통한 매콤낙지볶음 &amp; 수육 보쌈 &amp; 포기김치 먹방 ASMR MUKBANG | Spicy Stir-fried Ocoputs &amp; Boiled Pork &amp; Kimchi 🇰🇷 タコ炒め,413373,11681,272
674,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,oIocW-Wf7ds,"탑티어 조합, 짜장면 고추김치 🌶  게살볶음밥 고춧가루 팍팍 먹방 ASMR MUKBANG | Spicy Chili Kimchi &amp; Black Bean Noodles &amp; Pepper",1193720,25471,355
675,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,NdQbDgQkobI,"대만의 맛,, 마라우육면 🔥 쫄깃탱탱 딤섬(하가우 / 소룡포) 먹방 ASMR MUKBANG | Taiwanese Spicy Beef Noodle Soup &amp; Dim Sum 滿漢大餐",972745,23046,488
676,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,ygOi6oSJXxU,🍯조합 ★ 불닭볶음면 겉바속촉 치즈감자고로케 먹방 ASMR MUKBANG | Cheese Potato Croquettes &amp; Buldak Fire Chicken Noodles,883693,22855,309
677,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,JF-am6hGvXY,"𝙅𝙈𝙏 고든램지의 비프웰링턴,,, 성공적 ✨ 먹방 ASMR MUKBANG | Gorden Ramsay&#39;s Beef Wellington ⭐️ Worth spending time 👍",386539,11630,296
678,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,UJlV6b25rq4,이건 먹어야해 ⭐️ 얼큰시원 차돌짬뽕순두부 🔥 백김치 후라이 먹방 ASMR MUKBANG | Spicy Beef Brisket Jjamppong Sundubu(Soft Tofu),512557,12821,251
679,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,PMj8YLZA3XE,🔥불닭만두볶이 불닭팽이버섯🔥 땡초 먹방 ASMR MUKBANG | Spicy Fire Stir-fried Dumplings (Mandu Bokki) &amp; Enoki Mushrooms,533822,13708,265
680,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,mN3b0DL0YlY,파삭촉촉 - 초간단 치즈함박카츠 🤤 김치찌개 흰쌀밥 먹방 ASMR MUKBANG | Cheese Hamburger Steak Cutlets (Menchi Katsu),363270,11800,221
681,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,J3TAs7jbotI,삼겹살 듬뿍 파김치찌개 ★ 치즈계란말이 감자볶음 깻잎무침 먹방 ASMR MUKBANG | Spicy Pa-Kimchi Jjigae with Chubby Pork Belly!,677636,16119,250
682,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,4do3Gew8Cf0,치즈폭탄 불닭카레😋 왕새우튀김 겉절이 신김치 먹방 ASMR MUKBANG | Cheesy and Spicy Fire Curry &amp; Giant Fried Shrimp &amp; Kimchi,520906,14362,248
683,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,ZZslRKQchs0,마라처돌이 주목! 🔥등심마라전골🔥 흰쌀밥 &amp; 만두 먹방 ASMR MUKBANG | Spicy Mala Jeongol♨️ Sichuan Style Hot Pot &amp; Dimpling,536816,13056,296
684,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,ukVQT3pGA60,초복에는 초간단 ♨️ 찐한 전복누룽지삼계탕 🐔 집김치 3종류 더덕무침 먹방 ASMR MUKBANG | Samgyetang (Ginseng Chicken Soup) &amp; Kimchi,451096,12117,274
685,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,7NgR57VXj7s,마요네즈 가쓰오부시 듬뿍! 야끼소바 🤤 롱소세지 반숙후라이 파김치 먹방 ASMR MUKBANG | Yakisoba &amp; Long Sausage &amp; Pa-Kimchi &amp; Cheese,885001,21350,399
686,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,2HqQyurSEDU,고추김치 담근날 🌶 짜슐랭 3봉지 고춧가루 땡초 팍팍! 매운고추김치 레시피 먹방 ASMR MUKBANG | Spicy Chili Kimchi &amp; Black Bean Noodles,6863614,104997,832
687,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,zmBqvXMkUuw,"미미,, 🤦🏻‍♀️ 킹타이거새우장 간장새우장 매운양념새우장 🦐  먹방 ASMR MUKBANG | GIANT SHRIMP ★ Marinated King Tiger Shrimp",3292944,48424,602
688,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,vFEr7nFFzQk,화끈한 맛 🔥매운송주불냉면🔥 돼지갈비 꿀조합 먹방 ASMR MUKBANG | Spicy Naengmyeon(Cold Noodle) Marinated Grilled Pork Ribs,895412,19704,348
689,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,UynvNq6AEAI,꾸덕꾸덕 납작당면 매콤 바질크림파스타★ 해쉬브라운 새우볼 먹방 ASMR MUKBANG | Spicy Basil Cream Glass Noodle Pasta &amp; Hash Brown,628053,17052,299
690,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,KYK7Mtmh7ts,"핵꿀맛,, 초간단 매콤 로제소갈비찜★ 납작당면 참치마요주먹밥 치즈계란찜까지 먹방 ASMR MUKBANG | Spicy Rose Braised Beef Ribs(Galbi Jjim)",637553,15960,329
691,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,6KP6CSSeRag,사천왕 마라샹궈면 X3🔥 꿔바로우 크림새우 먹방 ASMR MUKBANG Mala Xiang Guo Noodles X3 Sweet and Sour Pork &amp; Fried Shrimp,493016,14432,319
692,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,E_neKDQSebA,매운 대왕가리비찜 🔥 치즈소스 소면사리 후라이 먹방 ASMR MUKBANG | Spicy Braised Giant Scallops &amp; Cheese Fondue &amp; Noodles,623968,16118,273
693,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,xX3iTWzdt2c,대왕 유부우동 컵라면 ★ 피자돈까스 어묵꼬치 유부주머니 먹방 ASMR MUKBANG | Giant Fried Tofu Udon Ramen &amp; Pork Cutlet &amp; Eomuk,586285,14686,400
694,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,QKUablCV5Kg,"매운 쫄면🔥 진짜열쫄면 X3 만두 먹방 ASMR MUKBANG | The Spiciest Jjolmyeon Noodles🌶 Yeol Jjolmyeon, Mandu(Dumpling)",628316,17351,335
695,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,sH_IqlfvdZY,대왕 치즈비프스튜★ 날계란밥 김치 먹방 ASMR MUKBANG | Massive Cheese Beef Stew! Whole Boiled Beef &amp; Egg Rice &amp; Kimchi,721496,18354,399
696,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,RAPHaPOOhn8,알 듬뿍! 얼큰한 알탕 🔥 알타리김치 ★ 함박스테이크 후라이 먹방 ASMR MUKBANG | Spicy Altang (Fish Roe Soup)! Ponytail Kimchi 🇰🇷,995554,18549,295
697,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,-b7Ecfk3zME,초간단 치즈 듬뿍 넣은 꾸덕꾸덕 스테이크 크림파스타 먹방 ASMR MUKBANG | Cheesy Steak Cream Pasta,590321,16735,279
698,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,Lw-yJdTmclo,JMT 토마토 하야시라이스(하이라이스) 🍅 5인분★ 파김치 먹방 ASMR MUKBANG Tomato Hayashi Rice &amp; Green Onion Kimchi (w/recipe),376364,11365,274
699,푸메Fume,UCbzI92w5vWa6mEj1dACfy6g,BuufleUgL4c,"직접키운 쌈추★ 제육볶음 우렁강된장 계란말이 파김치 미나리 먹방 ASMR MUKBANG Harvesting Lettuce! Jeyuk Bokkeum, Doenjang, Kimchi",646406,15413,331
700,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,sESE3LcjAGk,오랜만에 모인 떵개떵순 삼남매의 시골에서 부대찌개 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),85966,2483,217
701,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,lIVjT8pypf8,"[굽네치킨] 볼케이노 닭다리와 고추바사삭순살, 진진짜라, 단무지 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",98493,2679,142
702,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,zVJWIDGcC40,핫한 약과크림치즈쿠키(약과쿠키) 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),119681,2096,226
703,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Nx-pGfDxJxc,연어알 넣은 통연어장에 고봉밥 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),102014,2522,210
704,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,iGpSaJ5tWno,"엽기로제떡볶이x2, 계란과 베이컨추가 그리고 소세지도 듬뿍 넣어서 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",180743,3883,223
705,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,tGXYSR9VrSU,[맘스터치]신메뉴 마라 싸이버거와 탄두리 싸이버거 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),89575,2342,206
706,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,jQjzYyIcnio,궁금해서 직접 만들어본 바삭치즈 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),140382,2511,228
707,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,as5AKpHoONA,여러가지 꼬치들과 육개장 컵라면 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),141055,3157,185
708,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Iim6ZMBgzTs,한맥 폼 미쳤다 챌린지~~~!!! #shorts,68963,1495,70
709,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,7YakXj329B0,크리스피도넛 질릴때까지 먹고 라면까지 먹어보자~!! 먹방 리얼사운드 ASMR Mukbang(Eating Show),170877,3698,387
710,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,vvKxg5uLITA,두껍지만 부드러운 통보쌈과 얼얼한 마라탕에 밥까지 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),103243,2374,174
711,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,pOPw_5N4yDo,직접만든 바삭함 끝판왕 치차론과 불닭볶음면 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show),207105,3854,248
712,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,nP4voCHGpEw,"밥이 술술 들어가는 밥도둑 통삼겹파김치와 스팸, 계란후라이 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",127177,3041,177
713,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,wEIm3sWblbo,쫄깃한 식감에 건강에도 좋은 여러가지 낙지요리 먹방~!! 리얼사운드 #shorts,58926,1502,27
714,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,eM5WrbydotM,소세지가 먹고 싶은날 소세지만 잔뜩 먹어보자~!! 리얼사운드 먹방 ASMR Mukbang(Eating Show),183957,4003,316
715,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,QKKJKwM9EXc,"바삭바삭~ 뿌링클닭다리와 싸이순살, 치즈볼 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",219288,4596,326
716,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,MXxi5044djU,껍질도 먹는 금귤에 요거트 듬뿍 부어서 먹어보자~!! 먹방 리얼사운드 ASMR Mukbang(Eating Show),122005,2306,252
717,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,C883ZoAZ_UI,매운게 땡겨서 오랜만에 신전떡볶이 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),120784,2759,215
718,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,QvBDUqvioss,김밥은 역시 통으로 먹어야죠! 통참치김밥과 얼큰한 순두부진짬뽕 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),192635,3916,222
719,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,RaYhUoXMWmw,시래기 가득 매콤한 두찜 시래기찜닭 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),128911,2630,130
720,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,lhBBRLD5vDc,고기 좋아하는 사람 모여라! 여러가지 고기 먹방~!! 리얼사운드 #shorts,192182,4760,66
721,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,fGDm874VZTo,고춧가루 뿌린 쟁반짜장에 통햄과 소세지 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),154304,3266,176
722,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,ETub41sM0xM,"초코케이크, 초코파이, 초콜렛등 여러가지 초코를 한번에 먹는 초코특집 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",146554,3076,211
723,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Uc-EgE6Ab7U,최고의 조합! 불닭볶음면과 직화구이 닭다리 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),167908,3575,161
724,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,gNO-oYVVhFQ,찰진 식감이 좋은 제철 봄도다리 회 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),126418,2375,122
725,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,jIwxxoiHJmE,밥이 술술 들어가는 원조 밥도둑 간장게장 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),167448,3095,138
726,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,b2AUoGyj2l8,"매콤 쫄깃한 열무비빔국수와 담백한 열무국수, 만두 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",114201,2698,161
727,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,wVVS7IsRxu0,더운날 땡기는 시원한 버블티와 여러가지 디저트 먹방~!! #shorts,123492,2836,39
728,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,DpBb8gh_Sbg,"날이 풀려서 시원한  콩밀면과 튀김만두, 크리스피롤 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",137229,2834,222
729,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,KEN-prtlGyE,짜파게티와 진진짜라 10봉지 섞어서 먹어보자!! 먹방 리얼사운드  ASMR Mukbang(Eating Show),181637,3749,147
730,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,f30nj6WdSNU,"망고범벅, 딸기범벅, 초코범벅 와플과 바나나, 망고, 초코 젤라또 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",110250,2240,118
731,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,HtfjnfQIkZs,"육장과 기름장에 찍어먹는 육사시미와 천엽, 생간 그리고 육회비빔밥 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",150102,2594,137
732,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,CbyhQhEzuTw,처갓집 슈프림양념치킨 순살과 뼈 둘 다 먹어보자~!! 먹방 리얼사운드 ASMR Mukbang(Eating Show),168587,3389,196
733,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,f926jQNwHQs,자꾸 땡기는 꾸덕한 짜장면 먹방모음~!! #shorts,123319,3093,58
734,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,LhLj4hsFTFQ,콩가루와 흑당시럽 뿌려 먹는 탱글탱글 물방울떡 젤리 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),169933,3145,227
735,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,a7ktxArqLFU,최고의 조합! 노릇노릇 꽃삼겹살과 비빔국수 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),146656,2955,109
736,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Hye_fHJYlKQ,"얼큰한 틈새라면과 돈까스, 샐러드, 치즈김밥 먹방~~!! 리얼사운드 ASMR Mukbang(Eating Show)",181935,3767,157
737,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,RC4Gizr1py8,"투게더와, 티코, 찰떡아이스 등 초코아이스크림 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",218475,3878,201
738,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,1QM0uW8B6Vk,황금올리브닭다리 양념만 잔뜩 쌓아서 먹어보자~!! 리얼사운드  ASMR Mukbang(Eating Show),186245,3693,170
739,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,nySxE9kMfDk,"밥이 술술 들어가는 묵은지닭볶음탕에 소곱창, 대창추가해서 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",127929,2658,94
740,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,tzPWYrOvPGs,"쫀득한 국물밀떡볶이, 치즈핫도그 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",137037,3107,130
741,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,UZbcjuEQNtk,떵개 원칩챌린지 후에 분노의 통단무지 먹방! #shorts,361831,6137,110
742,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,S15ZioazwB4,"오랜만에 먹어보는 자메이카닭다리와 불닭볶음면, 치즈 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",246499,4893,207
743,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,_HXgnzEXmvs,마라탕에 4종류면 추가해서 크림통새우튀김 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),145713,2882,118
744,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,fqk1mDez19w,당 충전 디저트 달콤한 크림브륄레 도넛먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),229347,3924,160
745,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,v-HRIiX73Z8,"매운게 땡겨서 매운무뼈닭발과 튤립닭발, 불닭볶음면, 주먹밥, 계란찜 먹방~!! 리얼사운드  ASMR Mukbang(Eating Show)",227229,4109,173
746,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,va4yNa1AKLs,"담백한 닭수제비칼국수 한그릇과 묵은지, 배추김치 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show)",89080,2210,88
747,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,WtjvhUWuzVg,뿌링클콤보에 치즈볼 그리고 로제엽기떡볶이 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),206378,4041,159
748,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,Qpz10_WwpKY,쫀득쫀득 달콤한 젤리 먹방모음~!! #shorts,321909,5113,52
749,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,_lTAbrYXj6M,얼큰하게 끝내주는 열라면 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),214295,3799,181
750,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,ZsxQkxLcuXU,싱싱한 닭똥집을 회로 먹어보자! 닭똥집회와 김밥 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),136851,2797,187
751,떵개떵,UC-i2ywiuvjvpTy2zW-tXfkw,chTmKmm0Yj0,핫도그가 땡기는날 소세지핫도그 10개 먹방~!! 리얼사운드 ASMR Mukbang(Eating Show),206852,4315,207
